Timestamp,Expiry Date,COI,CCOI,CCOI%,CVol,CIV,CE LTP,Spot,Strike Price,PE LTP,PE IV,PE Vol,PCOI%,PCOI,POI,IntraDay PCR,PCR
2025-08-18 09:15:45,28-Aug-2025,1,0,0.00,0,0.00,0.00,24914.80,22600.00,3.60,0.00,52,0.00,0,2049,-,2049.00
2025-08-18 09:15:45,28-Aug-2025,1,0,0.00,0,0.00,0.00,24914.80,22650.00,5.00,0.00,40,0.00,0,185,-,185.00
2025-08-18 09:15:45,28-Aug-2025,1,0,0.00,0,0.00,0.00,24914.80,22700.00,3.90,0.00,30,0.00,0,275,-,275.00
2025-08-18 09:15:45,28-Aug-2025,1,0,0.00,0,0.00,0.00,24914.80,22750.00,0.00,0.00,0,0.00,0,34,-,34.00
2025-08-18 09:15:45,28-Aug-2025,2234,0,0.00,0,0.00,0.00,24914.80,22800.00,4.00,0.00,46,0.00,0,16043,-,7.18
2025-08-18 09:15:45,28-Aug-2025,2,0,0.00,0,0.00,0.00,24914.80,22850.00,3.65,0.00,5,0.00,0,567,-,283.50
2025-08-18 09:15:45,28-Aug-2025,8,0,0.00,0,0.00,0.00,24914.80,22900.00,3.55,0.00,9,0.00,0,1860,-,232.50
2025-08-18 09:15:45,28-Aug-2025,4,0,0.00,0,0.00,0.00,24914.80,22950.00,3.75,0.00,36,0.00,0,365,-,91.25
2025-08-18 09:15:45,28-Aug-2025,12715,0,0.00,14,0.00,1979.35,24914.80,23000.00,4.75,0.00,206,0.00,0,31589,-,2.48
2025-08-18 09:15:45,28-Aug-2025,6,0,0.00,0,0.00,0.00,24914.80,23050.00,8.00,0.00,1,0.00,0,298,-,49.67
2025-08-18 09:15:45,28-Aug-2025,79,0,0.00,0,0.00,0.00,24914.80,23100.00,4.10,0.00,134,0.00,0,2008,-,25.42
2025-08-18 09:15:45,28-Aug-2025,12,0,0.00,0,0.00,0.00,24914.80,23150.00,8.20,0.00,1,0.00,0,362,-,30.17
2025-08-18 09:15:45,28-Aug-2025,90,0,0.00,0,0.00,0.00,24914.80,23200.00,4.95,0.00,35,0.00,0,6792,-,75.47
2025-08-18 09:15:45,28-Aug-2025,9,0,0.00,0,0.00,0.00,24914.80,23250.00,0.00,0.00,0,0.00,0,672,-,74.67
2025-08-18 09:15:45,28-Aug-2025,29,0,0.00,0,0.00,0.00,24914.80,23300.00,5.80,0.00,135,0.00,0,4887,-,168.52
2025-08-18 09:15:45,28-Aug-2025,32,0,0.00,0,0.00,0.00,24914.80,23350.00,7.85,0.00,8,0.00,0,718,-,22.44
2025-08-18 09:15:45,28-Aug-2025,149,0,0.00,0,0.00,0.00,24914.80,23400.00,6.50,0.00,72,0.00,0,5177,-,34.74
2025-08-18 09:15:45,28-Aug-2025,34,0,0.00,0,0.00,0.00,24914.80,23450.00,5.75,0.00,5,0.00,0,529,-,15.56
2025-08-18 09:15:45,28-Aug-2025,7022,0,0.00,40,0.00,1495.80,24914.80,23500.00,7.15,0.00,1160,0.00,0,26852,-,3.82
2025-08-18 09:15:45,28-Aug-2025,17,0,0.00,0,0.00,0.00,24914.80,23550.00,6.45,0.00,54,0.00,0,939,-,55.24
2025-08-18 09:15:45,28-Aug-2025,205,0,0.00,0,0.00,0.00,24914.80,23600.00,8.45,0.00,216,0.00,0,6487,-,31.64
2025-08-18 09:15:45,28-Aug-2025,46,0,0.00,0,0.00,0.00,24914.80,23650.00,7.45,0.00,16,0.00,0,992,-,21.57
2025-08-18 09:15:45,28-Aug-2025,170,0,0.00,0,0.00,0.00,24914.80,23700.00,9.80,0.00,172,0.00,0,6836,-,40.21
2025-08-18 09:15:45,28-Aug-2025,31,0,0.00,0,0.00,0.00,24914.80,23750.00,11.10,0.00,38,0.00,0,878,-,28.32
2025-08-18 09:15:45,28-Aug-2025,369,0,0.00,2,0.00,1177.00,24914.80,23800.00,12.00,0.00,622,0.00,0,15377,-,41.67
2025-08-18 09:15:45,28-Aug-2025,48,0,0.00,0,0.00,0.00,24914.80,23850.00,11.80,0.00,126,0.00,0,1467,-,30.56
2025-08-18 09:15:45,28-Aug-2025,261,0,0.00,2,0.00,1069.30,24914.80,23900.00,14.15,0.00,376,0.00,0,15457,-,59.22
2025-08-18 09:15:45,28-Aug-2025,36,0,0.00,2,0.00,1040.00,24914.80,23950.00,14.75,0.00,58,0.00,0,1974,-,54.83
2025-08-18 09:15:45,28-Aug-2025,10446,0,0.00,185,0.00,990.35,24914.80,24000.00,16.30,0.00,2238,0.00,0,51066,-,4.89
2025-08-18 09:15:45,28-Aug-2025,101,0,0.00,0,0.00,0.00,24914.80,24050.00,18.70,0.00,79,0.00,0,1592,-,15.76
2025-08-18 09:15:45,28-Aug-2025,939,0,0.00,5,0.00,892.85,24914.80,24100.00,20.30,0.00,1683,0.00,0,9806,-,10.44
2025-08-18 09:15:45,28-Aug-2025,224,0,0.00,0,0.00,0.00,24914.80,24150.00,22.80,0.00,144,0.00,0,1889,-,8.43
2025-08-18 09:15:45,28-Aug-2025,5035,0,0.00,191,0.00,800.75,24914.80,24200.00,25.00,0.00,1853,0.00,0,25640,-,5.09
2025-08-18 09:15:45,28-Aug-2025,330,0,0.00,2,0.00,732.35,24914.80,24250.00,28.70,0.00,173,0.00,0,3813,-,11.55
2025-08-18 09:15:45,28-Aug-2025,2560,0,0.00,133,0.00,707.25,24914.80,24300.00,31.60,0.00,2149,0.00,0,20860,-,8.15
2025-08-18 09:15:45,28-Aug-2025,387,0,0.00,63,0.00,662.45,24914.80,24350.00,36.90,0.00,191,0.00,0,2407,-,6.22
2025-08-18 09:15:45,28-Aug-2025,6037,0,0.00,430,0.00,624.45,24914.80,24400.00,41.40,0.00,1191,0.00,0,18335,-,3.04
2025-08-18 09:15:45,28-Aug-2025,1528,0,0.00,131,0.00,585.35,24914.80,24450.00,46.55,0.00,386,0.00,0,3486,-,2.28
2025-08-18 09:15:45,28-Aug-2025,28203,0,0.00,3523,0.00,531.15,24914.80,24500.00,53.00,0.00,4692,0.00,0,54186,-,1.92
2025-08-18 09:15:45,28-Aug-2025,1682,0,0.00,405,0.00,488.55,24914.80,24550.00,61.10,0.00,464,0.00,0,3833,-,2.28
2025-08-18 09:15:45,28-Aug-2025,22644,0,0.00,4239,0.00,452.05,24914.80,24600.00,70.40,0.00,6408,0.00,0,22594,-,1.00
2025-08-18 09:15:45,28-Aug-2025,4720,0,0.00,982,0.00,408.55,24914.80,24650.00,79.95,0.00,609,0.00,0,5595,-,1.19
2025-08-18 09:15:45,28-Aug-2025,29721,0,0.00,6138,0.00,374.95,24914.80,24700.00,92.85,0.00,7550,0.00,0,24222,-,0.81
2025-08-18 09:15:45,28-Aug-2025,3752,0,0.00,657,0.00,333.75,24914.80,24750.00,106.85,0.00,502,0.00,0,1713,-,0.46
2025-08-18 09:15:45,28-Aug-2025,25085,0,0.00,5199,0.00,302.10,24914.80,24800.00,121.65,0.00,3600,0.00,0,14679,-,0.59
2025-08-18 09:15:45,28-Aug-2025,3404,0,0.00,887,0.00,270.00,24914.80,24850.00,138.55,0.00,464,0.00,0,1470,-,0.43
2025-08-18 09:15:45,28-Aug-2025,20213,0,0.00,8253,0.00,240.90,24914.80,24900.00,160.05,0.00,5471,0.00,0,10639,-,0.53
2025-08-18 09:15:45,28-Aug-2025,2537,0,0.00,1065,0.00,212.45,24914.80,24950.00,180.25,0.00,346,0.00,0,1146,-,0.45
2025-08-18 09:15:45,28-Aug-2025,91040,0,0.00,12293,0.00,186.00,24914.80,25000.00,203.90,0.00,4639,0.00,0,42033,-,0.46
2025-08-18 09:15:45,28-Aug-2025,3077,0,0.00,394,0.00,164.70,24914.80,25050.00,230.85,0.00,52,0.00,0,596,-,0.19
2025-08-18 09:15:45,28-Aug-2025,17410,0,0.00,2384,0.00,142.90,24914.80,25100.00,260.00,0.00,354,0.00,0,7407,-,0.43
2025-08-18 09:15:45,28-Aug-2025,2725,0,0.00,770,0.00,124.50,24914.80,25150.00,293.80,0.00,10,0.00,0,481,-,0.18
2025-08-18 09:15:45,28-Aug-2025,39470,0,0.00,4211,0.00,106.60,24914.80,25200.00,324.80,0.00,250,0.00,0,21886,-,0.55
2025-08-18 09:15:45,28-Aug-2025,3171,0,0.00,372,0.00,90.10,24914.80,25250.00,365.15,0.00,7,0.00,0,551,-,0.17
2025-08-18 09:15:45,28-Aug-2025,21019,0,0.00,1606,0.00,77.25,24914.80,25300.00,396.70,0.00,79,0.00,0,7235,-,0.34
2025-08-18 09:15:45,28-Aug-2025,2740,0,0.00,190,0.00,65.15,24914.80,25350.00,435.85,0.00,5,0.00,0,800,-,0.29
2025-08-18 09:15:45,28-Aug-2025,14772,0,0.00,2248,0.00,55.20,24914.80,25400.00,472.20,0.00,98,0.00,0,5111,-,0.35
2025-08-18 09:15:45,28-Aug-2025,1159,0,0.00,258,0.00,47.05,24914.80,25450.00,0.00,0.00,0,0.00,0,300,-,0.26
2025-08-18 09:15:45,28-Aug-2025,63788,0,0.00,6329,0.00,39.00,24914.80,25500.00,556.15,0.00,292,0.00,0,26610,-,0.42
2025-08-18 09:15:45,28-Aug-2025,1326,0,0.00,74,0.00,31.95,24914.80,25550.00,0.00,0.00,0,0.00,0,205,-,0.15
2025-08-18 09:15:45,28-Aug-2025,9483,0,0.00,1992,0.00,27.20,24914.80,25600.00,642.95,0.00,10,0.00,0,1716,-,0.18
2025-08-18 09:15:45,28-Aug-2025,3732,0,0.00,61,0.00,22.75,24914.80,25650.00,0.00,0.00,0,0.00,0,120,-,0.03
2025-08-18 09:15:45,28-Aug-2025,8503,0,0.00,969,0.00,18.90,24914.80,25700.00,742.45,0.00,6,0.00,0,1439,-,0.17
2025-08-18 09:15:45,28-Aug-2025,1141,0,0.00,67,0.00,15.55,24914.80,25750.00,0.00,0.00,0,0.00,0,116,-,0.10
2025-08-18 09:15:45,28-Aug-2025,11902,0,0.00,2430,0.00,13.85,24914.80,25800.00,0.00,0.00,0,0.00,0,2066,-,0.17
2025-08-18 09:15:45,28-Aug-2025,664,0,0.00,0,0.00,0.00,24914.80,25850.00,0.00,0.00,0,0.00,0,111,-,0.17
2025-08-18 09:15:45,28-Aug-2025,5831,0,0.00,178,0.00,9.35,24914.80,25900.00,0.00,0.00,0,0.00,0,680,-,0.12
2025-08-18 09:15:45,28-Aug-2025,455,0,0.00,0,0.00,0.00,24914.80,25950.00,0.00,0.00,0,0.00,0,43,-,0.09
2025-08-18 09:15:45,28-Aug-2025,54803,0,0.00,2270,0.00,8.05,24914.80,26000.00,1020.00,0.00,58,0.00,0,17910,-,0.33
2025-08-18 09:15:45,28-Aug-2025,676,0,0.00,0,0.00,0.00,24914.80,26050.00,1058.25,0.00,1,0.00,0,41,-,0.06
2025-08-18 09:15:45,28-Aug-2025,3059,0,0.00,177,0.00,6.65,24914.80,26100.00,1104.25,0.00,7,0.00,0,500,-,0.16
2025-08-18 09:15:45,28-Aug-2025,202,0,0.00,0,0.00,0.00,24914.80,26150.00,1156.00,0.00,2,0.00,0,70,-,0.35
2025-08-18 09:15:45,28-Aug-2025,4134,0,0.00,202,0.00,5.45,24914.80,26200.00,0.00,0.00,0,0.00,0,268,-,0.06
2025-08-18 09:15:45,28-Aug-2025,343,0,0.00,5,0.00,4.05,24914.80,26250.00,0.00,0.00,0,0.00,0,56,-,0.16
2025-08-18 09:15:45,28-Aug-2025,2319,0,0.00,142,0.00,4.60,24914.80,26300.00,0.00,0.00,0,0.00,0,154,-,0.07
2025-08-18 09:15:45,28-Aug-2025,218,0,0.00,0,0.00,0.00,24914.80,26350.00,0.00,0.00,0,0.00,0,61,-,0.28
2025-08-18 09:15:45,28-Aug-2025,1520,0,0.00,92,0.00,4.10,24914.80,26400.00,0.00,0.00,0,0.00,0,95,-,0.06
2025-08-18 09:15:45,28-Aug-2025,46,0,0.00,0,0.00,0.00,24914.80,26450.00,0.00,0.00,0,0.00,0,20,-,0.43
2025-08-18 09:15:45,28-Aug-2025,16846,0,0.00,125,0.00,3.30,24914.80,26500.00,1514.00,0.00,9,0.00,0,8970,-,0.53
2025-08-18 09:15:45,28-Aug-2025,30,0,0.00,0,0.00,0.00,24914.80,26550.00,0.00,0.00,0,0.00,0,29,-,0.97
2025-08-18 09:15:45,28-Aug-2025,1400,0,0.00,62,0.00,3.00,24914.80,26600.00,0.00,0.00,0,0.00,0,97,-,0.07
2025-08-18 09:15:45,28-Aug-2025,169,0,0.00,1,0.00,2.80,24914.80,26650.00,0.00,0.00,0,0.00,0,23,-,0.14
2025-08-18 09:15:45,28-Aug-2025,1157,0,0.00,32,0.00,2.60,24914.80,26700.00,0.00,0.00,0,0.00,0,279,-,0.24
